,Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,Distance_category,Rarity_Price
27889,Renault,Laguna,2011,Universal,196000.0,1461.0,Diesel,Manual,7500.0,11,17818.18181818182,Middle mileage,Average rarity
27890,Mercedes,Vito,1998,Minivan,122235.0,2000.0,Petrol,Manual,2700.0,24,5093.125,Middle mileage,Average rarity
27891,BMW,5 Series,1996,Sedan,283000.0,2800.0,Metan/Propan,Automatic,3550.0,26,10884.615384615385,Middle mileage,Average rarity
27892,Opel,Combo,2006,Universal,285000.0,1300.0,Diesel,Manual,3000.0,16,17812.5,Middle mileage,Average rarity
27893,Nissan,Primera,2005,Hatchback,197653.0,1600.0,Petrol,Manual,3000.0,17,11626.64705882353,Middle mileage,Average rarity
27894,Dacia,Dokker,2014,Universal,68124.0,1200.0,Petrol,Manual,8750.0,8,8515.5,Middle mileage,Average rarity
27895,Chrysler,Sebring,2004,Cabriolet,115000.0,2700.0,Metan/Propan,Automatic,2500.0,18,6388.888888888889,Middle mileage,Rare_Cheap
27896,Citroen,Berlingo,1999,Combi,120000.0,1900.0,Diesel,Manual,900.0,23,5217.391304347826,Middle mileage,Rare_Cheap
27897,Peugeot,Partner,2008,Minivan,153000.0,1900.0,Diesel,Manual,1250.0,14,10928.57142857143,Middle mileage,Rare_Cheap
27898,Nissan,Qashqai+2,2011,Crossover,185000.0,1500.0,Diesel,Manual,7500.0,11,16818.18181818182,Middle mileage,Average rarity
27899,Mitsubishi,Outlander,2011,Crossover,153000.0,2000.0,Metan/Propan,Automatic,7500.0,11,13909.09090909091,Middle mileage,Average rarity
27900,Skoda,Octavia,2010,Sedan,190533.0,1600.0,Petrol,Manual,5100.0,12,15877.75,Middle mileage,Average rarity
27901,Renault,Kangoo,2010,Universal,91000.0,1500.0,Diesel,Manual,3500.0,12,7583.333333333333,Middle mileage,Average rarity
27902,Mercedes,C Class,2011,Sedan,196186.0,2200.0,Diesel,Manual,9000.0,11,17835.090909090908,Middle mileage,Average rarity
27903,Audi,Allroad,2006,Universal,214567.0,2500.0,Diesel,Automatic,3650.0,16,13410.4375,Middle mileage,Average rarity
27904,Toyota,Land Cruiser Prado,1997,SUV,356888.0,3400.0,Metan/Propan,Manual,7000.0,25,14275.52,Middle mileage,Average rarity
27905,Volkswagen,Passat,2008,Sedan,260000.0,2000.0,Petrol,Manual,5200.0,14,18571.428571428572,Middle mileage,Average rarity
27906,Jeep,Grand Cherokee,2004,SUV,248000.0,2700.0,Diesel,Automatic,8700.0,18,13777.777777777777,Middle mileage,Rare_Cheap
27907,Volkswagen,Jetta,2013,Sedan,160000.0,1400.0,Hybrid,Automatic,9999.0,9,17777.777777777777,Middle mileage,Average rarity
27908,Toyota,C-HR,2019,Crossover,56000.0,2000.0,Hybrid,Automatic,22500.0,3,18666.666666666668,Middle mileage,Average rarity
27909,Mercedes,C Class,2004,Sedan,236000.0,1800.0,Petrol,Automatic,5990.0,18,13111.111111111111,Middle mileage,Average rarity
27910,Skoda,Felicia,1997,Sedan,186000.0,1300.0,Petrol,Manual,1100.0,25,7440.0,Middle mileage,Average rarity
27911,Daewoo,Nexia,2009,Sedan,121380.0,1498.0,Metan/Propan,Manual,1100.0,13,9336.923076923076,Middle mileage,Rare_Cheap
27912,Chevrolet,Tacuma,2008,Hatchback,145000.0,1600.0,Metan/Propan,Manual,2500.0,14,10357.142857142857,Middle mileage,Rare_Cheap
27913,Renault,Megane,2005,Hatchback,300000.0,1500.0,Diesel,Manual,2900.0,17,17647.058823529413,Middle mileage,Average rarity
27914,Renault,Clio,1999,Hatchback,200000.0,1900.0,Diesel,Manual,1000.0,23,8695.652173913044,Middle mileage,Average rarity
27915,Opel,Zafira,2005,Minivan,5000.0,1600.0,Metan/Propan,Manual,3000.0,17,294.11764705882354,Middle mileage,Average rarity
27916,KIA,Picanto,2006,Hatchback,200000.0,1100.0,Diesel,Manual,2000.0,16,12500.0,Middle mileage,Average rarity
27917,Nissan,Primera,1994,Sedan,321547.0,1600.0,Petrol,Manual,1300.0,28,11483.82142857143,Middle mileage,Average rarity
27918,Nissan,X-Trail,2014,SUV,220000.0,1600.0,Diesel,Automatic,15500.0,8,27500.0,High mileage,Average rarity
27919,Seat,Leon,2002,Hatchback,200000.0,1800.0,Petrol,Manual,2500.0,20,10000.0,Middle mileage,Rare_Cheap
27920,BMW,3 Series,1996,Sedan,360000.0,1800.0,Petrol,Manual,1300.0,26,13846.153846153846,Middle mileage,Average rarity
27921,Volkswagen,Tiguan,2015,Crossover,117000.0,1968.0,Diesel,Manual,17000.0,7,16714.285714285714,Middle mileage,Average rarity
27922,Ford,Galaxy,2001,Minivan,380000.0,2000.0,Metan/Propan,Manual,3400.0,21,18095.238095238095,Middle mileage,Average rarity
27923,Mazda,6,2007,Sedan,245000.0,1800.0,Petrol,Automatic,4750.0,15,16333.333333333334,Middle mileage,Rare_Cheap
27924,Volkswagen,Passat,1998,Sedan,25698.0,1800.0,Petrol,Manual,1600.0,24,1070.75,Middle mileage,Average rarity
27925,BMW,3 Series,2002,Sedan,320000.0,2000.0,Diesel,Manual,4250.0,20,16000.0,Middle mileage,Average rarity
27926,Fiat,Albea,2005,Sedan,178220.0,1242.0,Petrol,Manual,2850.0,17,10483.529411764706,Middle mileage,Rare_Cheap
27927,Volkswagen,Vento,1993,Sedan,123456.0,1800.0,Petrol,Manual,1000.0,29,4257.103448275862,Middle mileage,Average rarity
27928,Mercedes,GLA,2015,Hatchback,90000.0,2000.0,Petrol,Automatic,29999.0,7,12857.142857142857,Middle mileage,Average rarity
27929,Moskvich / Izh,2140,1988,Sedan,137000.0,1500.0,Petrol,Manual,750.0,34,4029.4117647058824,Middle mileage,Rare_Cheap
27930,Nissan,Qashqai,2012,Sedan,190000.0,200.0,Petrol,Automatic,10000.0,10,19000.0,Middle mileage,Average rarity
27931,Volkswagen,Touran,2003,Minivan,11111.0,2000.0,Diesel,Manual,5300.0,19,584.7894736842105,Middle mileage,Average rarity
27932,Toyota,Corolla,2004,Hatchback,175000.0,1400.0,Petrol,Manual,5200.0,18,9722.222222222223,Middle mileage,Average rarity
27933,Toyota,Rav 4,2013,Crossover,166000.0,2200.0,Diesel,Automatic,16800.0,9,18444.444444444445,Middle mileage,Average rarity
27934,Mitsubishi,Colt,2006,Cabriolet,159000.0,1468.0,Petrol,Manual,3999.0,16,9937.5,Middle mileage,Average rarity
27935,Audi,Q7,2010,Universal,127000.0,3000.0,Diesel,Automatic,25500.0,12,10583.333333333334,Middle mileage,Average rarity
27936,BMW,5 Series,2006,Sedan,295000.0,2500.0,Diesel,Automatic,9950.0,16,18437.5,Middle mileage,Average rarity
27937,Audi,Q7,2010,Minivan,127000.0,3000.0,Diesel,Automatic,25500.0,12,10583.333333333334,Middle mileage,Average rarity
27938,Audi,Q7,2010,Crossover,127000.0,3000.0,Diesel,Automatic,25500.0,12,10583.333333333334,Middle mileage,Average rarity
27939,KIA,Carens,2002,Minivan,187000.0,1800.0,Metan/Propan,Manual,3200.0,20,9350.0,Middle mileage,Average rarity
27940,Toyota,Verso-S,2011,Hatchback,186000.0,1400.0,Diesel,Manual,6500.0,11,16909.090909090908,Middle mileage,Average rarity
27941,KIA,Sportage,2014,Crossover,146000.0,1600.0,Petrol,Manual,11500.0,8,18250.0,Middle mileage,Average rarity
27942,Dacia,Logan Mcv,2007,Universal,246000.0,1461.0,Diesel,Manual,3500.0,15,16400.0,Middle mileage,Average rarity
27943,Renault,Megane,2010,Universal,131000.0,1500.0,Diesel,Manual,5200.0,12,10916.666666666666,Middle mileage,Average rarity
27944,Volkswagen,Caddy,2006,Universal,210000.0,1400.0,Petrol,Manual,4199.0,16,13125.0,Middle mileage,Average rarity
27945,Volkswagen,Transporter,2003,Minivan,91000.0,2500.0,Diesel,Manual,4200.0,19,4789.473684210527,Middle mileage,Average rarity
27946,Honda,CR-V,2004,Crossover,190533.0,2000.0,Metan/Propan,Manual,3500.0,18,10585.166666666666,Middle mileage,Average rarity
27947,Volvo,XC90,2007,Crossover,153000.0,2400.0,Diesel,Automatic,6000.0,15,10200.0,Middle mileage,Average rarity
27948,Toyota,Corolla,2006,Hatchback,197000.0,1400.0,Diesel,Manual,4000.0,16,12312.5,Middle mileage,Average rarity
27949,Renault,Megane,2006,Universal,197000.0,1500.0,Diesel,Manual,2000.0,16,12312.5,Middle mileage,Average rarity
27950,Renault,Grand Scenic,2006,Universal,197000.0,1500.0,Diesel,Manual,2000.0,16,12312.5,Middle mileage,Average rarity
27951,Ford,Fusion,2006,Hatchback,197000.0,1400.0,Diesel,Manual,2950.0,16,12312.5,Middle mileage,Average rarity
27952,Opel,Astra,2006,Universal,197000.0,1300.0,Diesel,Manual,3000.0,16,12312.5,Middle mileage,Average rarity
27953,Vaz,21099,2004,Sedan,220000.0,1600.0,Petrol,Manual,1200.0,18,12222.222222222223,Middle mileage,Rare_Cheap
27954,Dacia,Logan,2007,Sedan,240000.0,1400.0,Metan/Propan,Manual,1490.0,15,16000.0,Middle mileage,Average rarity
27955,Vaz,2106,1994,Sedan,220000.0,1600.0,Metan/Propan,Manual,790.0,28,7857.142857142857,Middle mileage,Rare_Cheap
27956,Ssangyong,Musso,1999,Universal,240000.0,2900.0,Diesel,Manual,2700.0,23,10434.782608695652,Middle mileage,Rare_Cheap
27957,Seat,Altea,2008,Sedan,178000.0,1600.0,Diesel,Manual,3700.0,14,12714.285714285714,Middle mileage,Rare_Cheap
27958,Volkswagen,Sharan,2006,Universal,691436.0,1900.0,Diesel,Manual,4150.0,16,43214.75,High mileage,Average rarity
27959,Jeep,Grand Cherokee,2002,SUV,278400.0,2700.0,Diesel,Automatic,4200.0,20,13920.0,Middle mileage,Rare_Cheap
27960,Mercedes,C-Class Coupe,2018,Coupe,35000.0,1998.0,Petrol,Automatic,33000.0,4,8750.0,Middle mileage,Average rarity
27961,Mazda,CX-3,2017,Crossover,47000.0,2000.0,Petrol,Automatic,17000.0,5,9400.0,Middle mileage,Rare_Expensive
27962,Vaz,2111,2005,Universal,90324.0,1550.0,Petrol,Manual,1900.0,17,5313.176470588235,Middle mileage,Rare_Cheap
27963,GAZ,3110,1997,Sedan,40000.0,2400.0,Petrol,Manual,1000.0,25,1600.0,Middle mileage,Rare_Cheap
27964,Skoda,Fabia,2012,Combi,160000.0,1199.0,Diesel,Manual,5500.0,10,16000.0,Middle mileage,Average rarity
27965,Mitsubishi,Carisma,2002,Hatchback,200000.0,1600.0,Petrol,Manual,2300.0,20,10000.0,Middle mileage,Average rarity
27966,KIA,Carens,2002,Minivan,187000.0,1800.0,Metan/Propan,Manual,3100.0,20,9350.0,Middle mileage,Average rarity
27967,Mercedes,E Class,2001,Sedan,297600.0,3200.0,Diesel,Automatic,2300.0,21,14171.42857142857,Middle mileage,Average rarity
27968,Dacia,Sandero,2014,Hatchback,116000.0,1200.0,Petrol,Manual,4200.0,8,14500.0,Middle mileage,Average rarity
27969,Opel,Astra,1994,Hatchback,302000.0,1375.0,Petrol,Manual,600.0,28,10785.714285714286,Middle mileage,Average rarity
27970,Dacia,Sandero,2010,Hatchback,173000.0,1500.0,Diesel,Manual,4200.0,12,14416.666666666666,Middle mileage,Average rarity
27971,Volkswagen,Passat,1995,Sedan,444444.0,1900.0,Diesel,Manual,2500.0,27,16460.88888888889,Middle mileage,Average rarity
27972,Ford,Orion,1991,Sedan,94185.0,1400.0,Petrol,Manual,450.0,31,3038.2258064516127,Middle mileage,Average rarity
27973,Mercedes,M Class,2008,SUV,206000.0,2896.0,Diesel,Automatic,13899.0,14,14714.285714285714,Middle mileage,Average rarity
27974,Brilliance,BS6,2007,Sedan,325484.0,2400.0,Metan/Propan,Manual,1699.0,15,21698.933333333334,High mileage,Rare_Cheap
27975,Dacia,Duster,2011,SUV,205000.0,1500.0,Diesel,Manual,6300.0,11,18636.363636363636,Middle mileage,Average rarity
27976,Mercedes,C Class,1994,Sedan,265000.0,1800.0,Metan/Propan,Manual,2200.0,28,9464.285714285714,Middle mileage,Average rarity
27977,Toyota,Corolla,2004,Universal,100000.0,1400.0,Diesel,Manual,5500.0,18,5555.555555555556,Middle mileage,Average rarity
27978,Mercedes,E Class,2003,Universal,320000.0,3222.0,Diesel,Automatic,2100.0,19,16842.105263157893,Middle mileage,Average rarity
27979,Renault,Scenic,2005,Sedan,210000.0,1500.0,Diesel,Manual,2800.0,17,12352.941176470587,Middle mileage,Average rarity
27980,Volkswagen,Golf,1978,Hatchback,200000.0,1600.0,Metan/Propan,Manual,1000.0,44,4545.454545454545,Middle mileage,Average rarity
27981,Mercedes,E Class,2003,Sedan,291444.0,2148.0,Diesel,Automatic,4700.0,19,15339.157894736842,Middle mileage,Average rarity
27982,Opel,Corsa,2004,Hatchback,220000.0,1000.0,Petrol,Manual,2650.0,18,12222.222222222223,Middle mileage,Average rarity
27983,Opel,Zafira,2004,Minivan,461025.0,1600.0,Metan/Propan,Manual,3350.0,18,25612.5,High mileage,Average rarity
27984,Toyota,Avensis,2007,Universal,255000.0,2200.0,Diesel,Manual,3650.0,15,17000.0,Middle mileage,Average rarity
27985,Vaz,2106,1985,Hatchback,40000.0,1300.0,Petrol,Manual,2200.0,37,1081.081081081081,Middle mileage,Rare_Cheap
27986,Opel,Zafira,2001,Minivan,210000.0,1800.0,Petrol,Manual,3999.0,21,10000.0,Middle mileage,Average rarity
27987,Volkswagen,Golf,2006,Hatchback,230000.0,1400.0,Petrol,Manual,4400.0,16,14375.0,Middle mileage,Average rarity
27988,Audi,Q5,2014,SUV,105000.0,2000.0,Petrol,Automatic,19350.0,8,13125.0,Middle mileage,Average rarity
27989,Dacia,Logan Mcv,2017,Universal,89000.0,898.0,Petrol,Manual,6600.0,5,17800.0,Middle mileage,Average rarity
27990,Toyota,Corolla,2005,Hatchback,210000.0,1400.0,Diesel,Automatic,250.0,17,12352.941176470587,Middle mileage,Average rarity
27991,BMW,5 Series,1995,Universal,274000.0,2000.0,Petrol,Manual,2000.0,27,10148.148148148148,Middle mileage,Average rarity
27992,Renault,Scenic,2013,Universal,153000.0,1500.0,Diesel,Manual,7200.0,9,17000.0,Middle mileage,Average rarity
27993,Alfa Romeo,147,2004,Coupe,235700.0,1900.0,Diesel,Manual,3500.0,18,13094.444444444445,Middle mileage,Rare_Cheap
27994,Renault,Laguna,2000,Universal,9999.0,1900.0,Diesel,Manual,400.0,22,454.5,Middle mileage,Average rarity
27995,Toyota,Avensis,2006,Universal,230000.0,200.0,Diesel,Manual,3600.0,16,14375.0,Middle mileage,Average rarity
27996,Toyota,Corolla,2006,Universal,270000.0,1400.0,Diesel,Manual,5800.0,16,16875.0,Middle mileage,Average rarity
27997,Dacia,Logan,2009,Sedan,480000.0,1390.0,Metan/Propan,Manual,2300.0,13,36923.07692307692,High mileage,Average rarity
27998,Honda,Civic,1993,Sedan,360000.0,1500.0,Petrol,Manual,1400.0,29,12413.793103448275,Middle mileage,Average rarity
27999,Volkswagen,Passat CC,2011,Sedan,194000.0,2000.0,Petrol,Automatic,9000.0,11,17636.363636363636,Middle mileage,Average rarity
28000,Dacia,Lodgy,2014,Universal,130000.0,1600.0,Metan/Propan,Manual,7200.0,8,16250.0,Middle mileage,Average rarity
28001,Mitsubishi,Space Star,2013,Hatchback,163000.0,1200.0,Petrol,Manual,4900.0,9,18111.11111111111,Middle mileage,Average rarity
28002,Peugeot,Partner,2012,Minivan,156000.0,1600.0,Diesel,Manual,4230.0,10,15600.0,Middle mileage,Rare_Cheap
28003,Mazda,CX-5,2015,Crossover,92000.0,2200.0,Diesel,Automatic,17000.0,7,13142.857142857143,Middle mileage,Rare_Expensive
28004,Mazda,323,1996,Hatchback,87000.0,1500.0,Petrol,Manual,700.0,26,3346.153846153846,Middle mileage,Rare_Cheap
28005,Mazda,3,2007,Hatchback,216000.0,1600.0,Petrol,Automatic,2000.0,15,14400.0,Middle mileage,Rare_Cheap
28006,Vaz,Priora,2005,Hatchback,46000.0,1600.0,Petrol,Manual,600.0,17,2705.8823529411766,Middle mileage,Rare_Cheap
28007,Volkswagen,Passat,1996,Sedan,157000.0,1800.0,Metan/Propan,Manual,600.0,26,6038.461538461538,Middle mileage,Average rarity
28008,Volkswagen,Golf,2011,Hatchback,170000.0,2000.0,Petrol,Automatic,10500.0,11,15454.545454545454,Middle mileage,Average rarity
28009,Volkswagen,Altele,1989,Sedan,20000.0,1800.0,Metan/Propan,Manual,1300.0,33,606.060606060606,Middle mileage,Average rarity
28010,Suzuki,Baleno,1996,Hatchback,224095.0,1265.0,Petrol,Manual,1200.0,26,8619.038461538461,Middle mileage,Rare_Cheap
28011,Mitsubishi,Carisma,1997,Hatchback,300000.0,1800.0,Petrol,Manual,2200.0,25,12000.0,Middle mileage,Average rarity
28012,Volkswagen,Caddy,2008,Universal,125555.0,1600.0,Metan/Propan,Manual,3200.0,14,8968.214285714286,Middle mileage,Average rarity
28013,Peugeot,206,2005,Hatchback,480000.0,1400.0,Diesel,Manual,2500.0,17,28235.29411764706,High mileage,Rare_Cheap
28014,Opel,Astra,1996,Hatchback,253000.0,1400.0,Metan/Propan,Manual,1050.0,26,9730.76923076923,Middle mileage,Average rarity
28015,Dacia,Logan,2009,Universal,221000.0,1500.0,Diesel,Manual,3700.0,13,17000.0,Middle mileage,Average rarity
28016,Audi,A6,1996,Universal,230000.0,2000.0,Metan/Propan,Manual,3500.0,26,8846.153846153846,Middle mileage,Average rarity
28017,Volkswagen,Golf,1998,Universal,115000.0,1900.0,Diesel,Manual,1950.0,24,4791.666666666667,Middle mileage,Average rarity
28018,Mercedes,E Class,2000,Sedan,230000.0,2700.0,Diesel,Automatic,1400.0,22,10454.545454545454,Middle mileage,Average rarity
28019,Renault,Megane,2013,Universal,188000.0,1500.0,Diesel,Manual,6800.0,9,20888.88888888889,High mileage,Average rarity
28020,Audi,A6,2007,Universal,340000.0,2000.0,Diesel,Manual,9000.0,15,22666.666666666668,High mileage,Average rarity
28021,Renault,19,1992,Hatchback,28000.0,1720.0,Petrol,Manual,8000.0,30,933.3333333333334,Middle mileage,Average rarity
28022,Volkswagen,Golf,1994,Universal,95383.0,1800.0,Petrol,Manual,1000.0,28,3406.535714285714,Middle mileage,Average rarity
28023,Lexus,CT Series,2012,Hatchback,180000.0,1800.0,Hybrid,Automatic,10000.0,10,18000.0,Middle mileage,Average rarity
28024,Citroen,Xsara,2003,Hatchback,20000.0,1400.0,Diesel,Manual,1200.0,19,1052.6315789473683,Middle mileage,Rare_Cheap
28025,Volkswagen,Golf,2009,Universal,220512.0,1400.0,Petrol,Automatic,5550.0,13,16962.46153846154,Middle mileage,Average rarity
28026,Seat,Ibiza,2012,Universal,148228.0,1200.0,Diesel,Manual,4900.0,10,14822.8,Middle mileage,Rare_Cheap
28027,Mercedes,C Class,2001,Universal,320000.0,2700.0,Diesel,Manual,2299.0,21,15238.095238095239,Middle mileage,Average rarity
28028,Opel,Combo,2010,Minivan,250000.0,1700.0,Diesel,Manual,4100.0,12,20833.333333333332,High mileage,Average rarity
28029,Renault,Clio,2008,Hatchback,187000.0,1500.0,Diesel,Manual,2500.0,14,13357.142857142857,Middle mileage,Average rarity
28030,Land Rover,Freelander,2005,Crossover,180000.0,2000.0,Diesel,Manual,4000.0,17,10588.235294117647,Middle mileage,Rare_Cheap
28031,Chevrolet,Aveo,2015,Sedan,128000.0,1400.0,Petrol,Manual,3000.0,7,18285.714285714286,Middle mileage,Rare_Cheap
28032,Citroen,Berlingo,2007,Minivan,180000.0,1400.0,Petrol,Manual,2200.0,15,12000.0,Middle mileage,Rare_Cheap
28033,Renault,Megane,2013,Universal,217000.0,1500.0,Diesel,Manual,7999.0,9,24111.11111111111,High mileage,Average rarity
28034,Mercedes,Vito,1998,Minivan,123456.0,2300.0,Diesel,Manual,3800.0,24,5144.0,Middle mileage,Average rarity
28035,Vaz,2106,1986,Sedan,675420.0,1300.0,Petrol,Manual,16000.0,36,18761.666666666668,Middle mileage,Rare_Expensive
28036,Honda,Civic,2007,Sedan,230000.0,1300.0,Hybrid,Automatic,5800.0,15,15333.333333333334,Middle mileage,Average rarity
28037,Dacia,Logan,2009,Minivan,260000.0,1600.0,Metan/Propan,Manual,5000.0,13,20000.0,High mileage,Average rarity
28038,Audi,A4,2011,Sedan,119000.0,3000.0,Petrol,Automatic,15900.0,11,10818.181818181818,Middle mileage,Average rarity
28039,Volkswagen,Passat,2008,Universal,210000.0,1400.0,Petrol,Manual,5850.0,14,15000.0,Middle mileage,Average rarity
28040,Volvo,S80,2006,Sedan,200000.0,2500.0,Metan/Propan,Automatic,5500.0,16,12500.0,Middle mileage,Average rarity
28041,Honda,CR-V,2006,Crossover,245000.0,2000.0,Diesel,Manual,5000.0,16,15312.5,Middle mileage,Average rarity
28042,Volkswagen,Passat,1996,Hatchback,323000.0,1900.0,Diesel,Manual,588.0,26,12423.076923076924,Middle mileage,Average rarity
28043,Volvo,S80,2007,Sedan,257000.0,2500.0,Metan/Propan,Automatic,7500.0,15,17133.333333333332,Middle mileage,Average rarity
28044,Moskvich / Izh,Altele,1977,Sedan,9999.0,1111.0,Petrol,Manual,700.0,45,222.2,Middle mileage,Rare_Cheap
28045,Opel,Insignia,2009,Sedan,160000.0,2000.0,Diesel,Manual,8000.0,13,12307.692307692309,Middle mileage,Average rarity
28046,Mercedes,R Class,2007,Minivan,228000.0,2900.0,Diesel,Automatic,7000.0,15,15200.0,Middle mileage,Average rarity
28047,Chevrolet,Volt,2012,Hatchback,150000.0,1400.0,Plug-in Hybrid,Automatic,6850.0,10,15000.0,Middle mileage,Rare_Cheap
28048,Mercedes,E Class,1995,Sedan,400000.0,200.0,Metan/Propan,Automatic,3300.0,27,14814.814814814816,Middle mileage,Average rarity
28049,BMW,5 GT,2015,Sedan,20000.0,2000.0,Diesel,Automatic,26000.0,7,2857.1428571428573,Middle mileage,Average rarity
28050,BMW,3 Series,2004,Sedan,244883.0,1800.0,Petrol,Manual,4000.0,18,13604.611111111111,Middle mileage,Average rarity
28051,Chrysler,Grand Voyager,2003,Minivan,330000.0,2500.0,Diesel,Manual,4000.0,19,17368.42105263158,Middle mileage,Rare_Cheap
28052,BMW,5 Series,2006,Sedan,200000.0,3000.0,Diesel,Automatic,13900.0,16,12500.0,Middle mileage,Average rarity
28053,Hyundai,i10,2018,Hatchback,73000.0,1000.0,Petrol,Manual,9000.0,4,18250.0,Middle mileage,Average rarity
28054,Mercedes,Vito,1997,Microvan,220000.0,2300.0,Diesel,Manual,2700.0,25,8800.0,Middle mileage,Average rarity
28055,Audi,A6,1997,Sedan,350000.0,2500.0,Diesel,Manual,3000.0,25,14000.0,Middle mileage,Average rarity
28056,Skoda,Superb,2018,Hatchback,138000.0,2000.0,Diesel,Automatic,25499.0,4,34500.0,High mileage,Average rarity
28057,Volkswagen,Golf,2017,Universal,101000.0,1800.0,Petrol,Automatic,12999.0,5,20200.0,High mileage,Average rarity
28058,Volkswagen,Touareg,2012,SUV,207000.0,3000.0,Diesel,Automatic,24999.0,10,20700.0,High mileage,Average rarity
28059,Porsche,Cayenne,2011,SUV,245000.0,3000.0,Hybrid,Automatic,21499.0,11,22272.727272727272,High mileage,Rare_Expensive
28060,BMW,5 Series,2015,Universal,159000.0,2000.0,Diesel,Automatic,15999.0,7,22714.285714285714,High mileage,Average rarity
28061,Toyota,Avensis,2012,Sedan,155000.0,2200.0,Diesel,Automatic,11999.0,10,15500.0,Middle mileage,Average rarity
28062,Hyundai,Santa FE,2013,SUV,121000.0,2000.0,Petrol,Automatic,15999.0,9,13444.444444444445,Middle mileage,Average rarity
28063,Porsche,Macan,2016,Crossover,87000.0,2000.0,Petrol,Automatic,36999.0,6,14500.0,Middle mileage,Rare_Expensive
28064,Toyota,Land Cruiser Prado,2012,SUV,89000.0,4000.0,Petrol,Automatic,29999.0,10,8900.0,Middle mileage,Average rarity
28065,Porsche,Cayenne,2011,Crossover,134000.0,3600.0,Petrol,Automatic,31999.0,11,12181.818181818182,Middle mileage,Rare_Expensive
28066,Audi,Q7,2016,SUV,61000.0,3000.0,Diesel,Automatic,49999.0,6,10166.666666666666,Middle mileage,Average rarity
28067,Porsche,Cayenne,2018,SUV,45000.0,3000.0,Petrol,Automatic,75999.0,4,11250.0,Middle mileage,Rare_Expensive
28068,BMW,7 Series,2017,Sedan,57000.0,3000.0,Diesel,Automatic,55999.0,5,11400.0,Middle mileage,Average rarity
28069,Nissan,Qashqai,2016,Crossover,163000.0,1500.0,Diesel,Manual,12399.0,6,27166.666666666668,High mileage,Average rarity
28070,Lexus,NX Series,2015,Crossover,187000.0,2500.0,Hybrid,Automatic,22499.0,7,26714.285714285714,High mileage,Average rarity
28071,Audi,Q7,2010,SUV,127000.0,3000.0,Diesel,Automatic,24999.0,12,10583.333333333334,Middle mileage,Average rarity
28072,BMW,5 Series,2017,Sedan,64000.0,2000.0,Diesel,Automatic,35999.0,5,12800.0,Middle mileage,Average rarity
28073,Mercedes,E Class,2013,Sedan,146000.0,2000.0,Petrol,Automatic,18499.0,9,16222.222222222223,Middle mileage,Average rarity
28074,BMW,7 Series,2016,Sedan,118000.0,3000.0,Diesel,Automatic,44999.0,6,19666.666666666668,Middle mileage,Average rarity
28075,Porsche,Cayenne,2013,SUV,146000.0,3000.0,Diesel,Automatic,34999.0,9,16222.222222222223,Middle mileage,Rare_Expensive
28076,Honda,Insight,2010,Hatchback,131000.0,1300.0,Hybrid,Automatic,6499.0,12,10916.666666666666,Middle mileage,Average rarity
28077,Audi,A6,2011,Sedan,162000.0,3000.0,Petrol,Automatic,17499.0,11,14727.272727272728,Middle mileage,Average rarity
28078,Skoda,Superb,2011,Hatchback,76000.0,1800.0,Petrol,Automatic,14999.0,11,6909.090909090909,Middle mileage,Average rarity
28079,BMW,6 Series,2006,Cabriolet,160000.0,3000.0,Petrol,Automatic,14999.0,16,10000.0,Middle mileage,Average rarity
28080,BMW,5 Series,2017,Sedan,108000.0,2000.0,Diesel,Automatic,38999.0,5,21600.0,High mileage,Average rarity
28081,Skoda,Superb,2017,Sedan,138000.0,2000.0,Diesel,Automatic,23999.0,5,27600.0,High mileage,Average rarity
28082,Land Rover,Range Rover,2018,SUV,71000.0,3000.0,Diesel,Automatic,78999.0,4,17750.0,Middle mileage,Rare_Expensive
28083,BMW,7 Series,2016,Sedan,56000.0,2000.0,Plug-in Hybrid,Automatic,40999.0,6,9333.333333333334,Middle mileage,Average rarity
28084,Land Rover,Discovery Sport,2016,SUV,143000.0,2200.0,Diesel,Automatic,23999.0,6,23833.333333333332,High mileage,Rare_Expensive
28085,Mercedes,E Class,2013,Sedan,229000.0,2200.0,Diesel,Automatic,17499.0,9,25444.444444444445,High mileage,Average rarity
28086,Skoda,Superb,2016,Hatchback,102000.0,2000.0,Petrol,Automatic,24999.0,6,17000.0,Middle mileage,Average rarity
28087,Volkswagen,Jetta,2019,Sedan,19000.0,1400.0,Petrol,Automatic,18999.0,3,6333.333333333333,Middle mileage,Average rarity
28088,Audi,Q7,2012,SUV,171000.0,3000.0,Diesel,Automatic,32999.0,10,17100.0,Middle mileage,Average rarity
28089,Hyundai,Tucson,2016,Crossover,40000.0,1600.0,Petrol,Automatic,19999.0,6,6666.666666666667,Middle mileage,Average rarity
28090,BMW,X3,2011,SUV,240000.0,2000.0,Diesel,Automatic,15999.0,11,21818.18181818182,High mileage,Average rarity
28091,Mercedes,S Class,2012,Sedan,167000.0,2200.0,Diesel,Automatic,21499.0,10,16700.0,Middle mileage,Average rarity
28092,Volkswagen,Amarok,2016,Pickup,74000.0,3000.0,Diesel,Automatic,32999.0,6,12333.333333333334,Middle mileage,Average rarity
28093,Mercedes,GLE,2016,SUV,97000.0,2200.0,Diesel,Automatic,34499.0,6,16166.666666666666,Middle mileage,Average rarity
