,Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,Distance_category,Rarity_Price
28094,Mercedes,GLE,2018,SUV,45000.0,2200.0,Diesel,Automatic,43999.0,4,11250.0,Middle mileage,Average rarity
28095,Volkswagen,Touareg,2013,SUV,183000.0,4200.0,Diesel,Automatic,30999.0,9,20333.333333333332,High mileage,Average rarity
28096,Audi,Q7,2016,Sedan,86000.0,3000.0,Diesel,Automatic,52999.0,6,14333.333333333334,Middle mileage,Average rarity
28097,Audi,Q7,2016,SUV,93000.0,3000.0,Petrol,Automatic,46999.0,6,15500.0,Middle mileage,Average rarity
28098,Lexus,CT Series,2014,Hatchback,88000.0,1800.0,Hybrid,Automatic,12499.0,8,11000.0,Middle mileage,Average rarity
28099,Volvo,S90,2018,Sedan,32000.0,2000.0,Diesel,Automatic,37999.0,4,8000.0,Middle mileage,Average rarity
28100,Mercedes,E Class,2018,Sedan,116000.0,2000.0,Diesel,Automatic,35999.0,4,29000.0,High mileage,Average rarity
28101,Toyota,Rav 4,2014,SUV,48000.0,2000.0,Petrol,Automatic,20499.0,8,6000.0,Middle mileage,Average rarity
28102,Porsche,Cayenne,2018,SUV,32000.0,2900.0,Petrol,Automatic,79999.0,4,8000.0,Middle mileage,Rare_Expensive
28103,Mercedes,GLE Coupe,2019,Coupe,87000.0,3000.0,Petrol,Automatic,59999.0,3,29000.0,High mileage,Average rarity
28104,Mercedes,GLS Klass,2018,SUV,41000.0,3000.0,Petrol,Automatic,52999.0,4,10250.0,Middle mileage,Average rarity
28105,Porsche,Cayenne,2013,SUV,180500.0,3000.0,Diesel,Automatic,32999.0,9,20055.555555555555,High mileage,Rare_Expensive
28106,BMW,5 Series,2017,Sedan,70000.0,2000.0,Diesel,Automatic,33999.0,5,14000.0,Middle mileage,Average rarity
28107,Porsche,Cayenne,2014,SUV,165000.0,4200.0,Diesel,Automatic,51999.0,8,20625.0,High mileage,Rare_Expensive
28108,BMW,5 Series,2015,Minivan,155000.0,2000.0,Diesel,Automatic,21999.0,7,22142.85714285714,High mileage,Average rarity
28109,Mercedes,E Class,2017,Sedan,61000.0,2000.0,Diesel,Automatic,36999.0,5,12200.0,Middle mileage,Average rarity
28110,Dodge,Ram,2014,Pickup,151000.0,3000.0,Diesel,Automatic,22999.0,8,18875.0,Middle mileage,Rare_Expensive
28111,Land Rover,Range Rover,2018,SUV,53000.0,3000.0,Diesel,Automatic,79999.0,4,13250.0,Middle mileage,Rare_Expensive
28112,BMW,5 Series,2017,Sedan,70000.0,2000.0,Petrol,Automatic,29999.0,5,14000.0,Middle mileage,Average rarity
28113,Skoda,Superb,2016,Sedan,161000.0,2000.0,Diesel,Automatic,17999.0,6,26833.333333333332,High mileage,Average rarity
28114,Mercedes,E Class,2014,Sedan,176000.0,2143.0,Hybrid,Automatic,18999.0,8,22000.0,High mileage,Average rarity
28115,Toyota,Avalon,2016,Sedan,128000.0,2500.0,Hybrid,Automatic,19999.0,6,21333.333333333332,High mileage,Average rarity
28116,Audi,A6,2017,Sedan,93000.0,2000.0,Diesel,Automatic,26999.0,5,18600.0,Middle mileage,Average rarity
28117,Mercedes,S Class,2018,Coupe,60000.0,3000.0,Petrol,Automatic,91999.0,4,15000.0,Middle mileage,Average rarity
28118,Mercedes,GLE Coupe,2018,SUV,32000.0,3000.0,Petrol,Automatic,62999.0,4,8000.0,Middle mileage,Average rarity
28119,Porsche,Cayenne,2015,SUV,130000.0,4200.0,Diesel,Automatic,52999.0,7,18571.428571428572,Middle mileage,Rare_Expensive
28120,Renault,Megane,2014,Universal,230000.0,1500.0,Diesel,Manual,6899.0,8,28750.0,High mileage,Average rarity
28121,Volvo,C70,2008,Cabriolet,180000.0,2400.0,Diesel,Automatic,8999.0,14,12857.142857142857,Middle mileage,Average rarity
28122,BMW,X6,2013,SUV,100000.0,3000.0,Diesel,Automatic,32999.0,9,11111.111111111111,Middle mileage,Average rarity
28123,Volkswagen,Passat,2002,Sedan,212400.0,1781.0,Petrol,Automatic,3600.0,20,10620.0,Middle mileage,Average rarity
28124,Skoda,Yeti,2014,Crossover,63000.0,1200.0,Petrol,Manual,8900.0,8,7875.0,Middle mileage,Average rarity
28125,Mercedes,E Class,2015,Sedan,261500.0,2500.0,Hybrid,Automatic,18800.0,7,37357.142857142855,High mileage,Average rarity
28126,Volkswagen,Bora,2002,Sedan,241642.0,2000.0,Metan/Propan,Manual,2500.0,20,12082.1,Middle mileage,Average rarity
28127,Dacia,Duster,2019,Crossover,70000.0,1500.0,Diesel,Manual,13200.0,3,23333.333333333332,High mileage,Average rarity
28128,Dacia,Duster,2015,Crossover,90000.0,1500.0,Diesel,Manual,8500.0,7,12857.142857142857,Middle mileage,Average rarity
28129,Dacia,Duster,2015,Crossover,82000.0,1500.0,Diesel,Manual,8200.0,7,11714.285714285714,Middle mileage,Average rarity
28130,BMW,X5,2007,SUV,195000.0,3000.0,Petrol,Automatic,12700.0,15,13000.0,Middle mileage,Average rarity
28131,Volkswagen,Transporter,2014,Minivan,183000.0,2000.0,Diesel,Manual,10000.0,8,22875.0,High mileage,Average rarity
28132,Nissan,Pathfinder,2008,Universal,220000.0,2500.0,Diesel,Manual,8500.0,14,15714.285714285714,Middle mileage,Average rarity
28133,Skoda,Fabia,2008,Hatchback,180000.0,1200.0,Petrol,Manual,2800.0,14,12857.142857142857,Middle mileage,Average rarity
28134,BMW,X3,2012,SUV,144000.0,2000.0,Petrol,Automatic,12200.0,10,14400.0,Middle mileage,Average rarity
28135,BMW,3 Series,2008,Coupe,193000.0,3000.0,Diesel,Automatic,14999.0,14,13785.714285714286,Middle mileage,Average rarity
28136,Skoda,Superb,2007,Sedan,152000.0,1800.0,Petrol,Manual,5800.0,15,10133.333333333334,Middle mileage,Average rarity
28137,Toyota,Auris,2014,Hatchback,145000.0,1400.0,Diesel,Manual,8800.0,8,18125.0,Middle mileage,Average rarity
28138,Mazda,6,2002,Sedan,304000.0,1800.0,Petrol,Manual,2750.0,20,15200.0,Middle mileage,Rare_Cheap
28139,KIA,Ceed,2012,Universal,210000.0,1400.0,Diesel,Manual,6599.0,10,21000.0,High mileage,Average rarity
28140,Mercedes,B Class,2019,Universal,42000.0,1460.0,Diesel,Automatic,24600.0,3,14000.0,Middle mileage,Average rarity
28141,Moskvich / Izh,Altele,1989,Sedan,103000.0,1500.0,Petrol,Manual,699.0,33,3121.212121212121,Middle mileage,Rare_Cheap
28142,Chrysler,PT Cruiser,2002,Universal,360099.0,2200.0,Diesel,Manual,3500.0,20,18004.95,Middle mileage,Rare_Cheap
28143,Lexus,Es Series,2012,Sedan,167000.0,2500.0,Hybrid,Automatic,15300.0,10,16700.0,Middle mileage,Average rarity
28144,Lexus,NX Series,2015,SUV,173000.0,2500.0,Hybrid,Automatic,21600.0,7,24714.285714285714,High mileage,Average rarity
28145,Vaz,21099,2000,Sedan,21875.0,1500.0,Petrol,Manual,20000.0,22,994.3181818181819,Middle mileage,Rare_Expensive
28146,Lexus,CT Series,2012,Hatchback,190000.0,1800.0,Petrol,Automatic,11500.0,10,19000.0,Middle mileage,Average rarity
28147,Skoda,Octavia,2011,Sedan,236000.0,1400.0,Petrol,Manual,5500.0,11,21454.545454545456,High mileage,Average rarity
28148,BMW,5 Series,1994,Sedan,22222.0,2000.0,Petrol,Manual,1700.0,28,793.6428571428571,Middle mileage,Average rarity
28149,Volkswagen,Sharan,2006,Minivan,300000.0,2000.0,Diesel,Manual,4150.0,16,18750.0,Middle mileage,Average rarity
28150,Audi,100,1993,Universal,380000.0,2000.0,Metan/Propan,Manual,3300.0,29,13103.448275862069,Middle mileage,Average rarity
28151,Renault,Kadjar,2017,SUV,149893.0,1500.0,Diesel,Automatic,14500.0,5,29978.6,High mileage,Average rarity
28152,Lexus,NX Series,2015,Crossover,145000.0,2500.0,Hybrid,Automatic,25500.0,7,20714.285714285714,High mileage,Average rarity
28153,Mitsubishi,Galant,1997,Sedan,215000.0,1997.0,Petrol,Manual,3000.0,25,8600.0,Middle mileage,Average rarity
28154,Rover,600 Series,1997,Sedan,332300.0,1997.0,Metan/Propan,Manual,1900.0,25,13292.0,Middle mileage,Rare_Cheap
28155,Volkswagen,Passat,2002,Sedan,338000.0,1800.0,Petrol,Automatic,3100.0,20,16900.0,Middle mileage,Average rarity
28156,Lancia,Phedra,2004,Minivan,161000.0,2200.0,Diesel,Manual,4999.0,18,8944.444444444445,Middle mileage,Rare_Cheap
28157,Audi,A4,2007,Universal,320000.0,2000.0,Diesel,Manual,7000.0,15,21333.333333333332,High mileage,Average rarity
28158,Mercedes,E Class,1995,Universal,335000.0,2500.0,Diesel,Manual,4300.0,27,12407.407407407407,Middle mileage,Average rarity
28159,Chery,Qq,2008,Universal,130000.0,800.0,Petrol,Manual,2300.0,14,9285.714285714286,Middle mileage,Rare_Cheap
28160,Toyota,Land Cruiser Prado,2006,SUV,123486.0,3000.0,Diesel,Automatic,10000.0,16,7717.875,Middle mileage,Average rarity
28161,BMW,5 Series,1999,Sedan,123456.0,2500.0,Diesel,Manual,2000.0,23,5367.652173913043,Middle mileage,Average rarity
28162,Audi,80,1993,Sedan,123456.0,1900.0,Diesel,Manual,1500.0,29,4257.103448275862,Middle mileage,Average rarity
28163,Toyota,Camry,2003,Sedan,123456.0,2400.0,Petrol,Manual,2500.0,19,6497.684210526316,Middle mileage,Average rarity
28164,Hyundai,Elantra,2002,Hatchback,280000.0,1600.0,Petrol,Manual,2700.0,20,14000.0,Middle mileage,Average rarity
28165,BMW,5 Series,2006,Sedan,170000.0,3500.0,Diesel,Automatic,7000.0,16,10625.0,Middle mileage,Average rarity
28166,Hyundai,i30,2014,Minivan,170000.0,1400.0,Diesel,Manual,5400.0,8,21250.0,High mileage,Average rarity
28167,Vaz,2106,1999,Universal,50000.0,1300.0,Petrol,Manual,10000.0,23,2173.913043478261,Middle mileage,Rare_Expensive
28168,Mitsubishi,L,1990,Minivan,111111.0,200.0,Metan/Propan,Manual,2200.0,32,3472.21875,Middle mileage,Average rarity
28169,Peugeot,2008,2015,Crossover,70000.0,1600.0,Diesel,Automatic,7950.0,7,10000.0,Middle mileage,Rare_Cheap
28170,Ford,Fusion,2008,Sedan,200000.0,1400.0,Diesel,Automatic,4250.0,14,14285.714285714286,Middle mileage,Average rarity
28171,Seat,Ibiza,2011,Universal,195000.0,1200.0,Diesel,Manual,4800.0,11,17727.272727272728,Middle mileage,Rare_Cheap
28172,Renault,Megane,2006,Universal,207000.0,1900.0,Diesel,Manual,1350.0,16,12937.5,Middle mileage,Average rarity
28173,KIA,Sorento,2012,SUV,235000.0,2200.0,Diesel,Automatic,10200.0,10,23500.0,High mileage,Average rarity
28174,Mitsubishi,Outlander,2014,Crossover,225000.0,2000.0,Plug-in Hybrid,Automatic,12900.0,8,28125.0,High mileage,Average rarity
28175,Vaz,2107,2006,Sedan,120000.0,1568.0,Petrol,Manual,1400.0,16,7500.0,Middle mileage,Rare_Cheap
28176,Volkswagen,Golf Plus,2007,Minivan,200000.0,1390.0,Metan/Propan,Manual,5000.0,15,13333.333333333334,Middle mileage,Average rarity
28177,Audi,A5,2013,Coupe,97000.0,2000.0,Petrol,Automatic,16199.0,9,10777.777777777777,Middle mileage,Average rarity
28178,Acura,MDX,2001,Crossover,300000.0,3500.0,Petrol,Automatic,2700.0,21,14285.714285714286,Middle mileage,Rare_Cheap
28179,Opel,Astra,2005,Universal,2222.0,1800.0,Metan/Propan,Manual,4500.0,17,130.7058823529412,Middle mileage,Average rarity
28180,Volkswagen,Passat,2013,Universal,152328.0,1400.0,Petrol,Manual,7850.0,9,16925.333333333332,Middle mileage,Average rarity
28181,Opel,Vectra,2007,Sedan,220000.0,1800.0,Petrol,Manual,2700.0,15,14666.666666666666,Middle mileage,Average rarity
28182,Honda,Jazz,2003,Hatchback,175000.0,1300.0,Petrol,Manual,1700.0,19,9210.526315789473,Middle mileage,Average rarity
28183,Nissan,X-Trail,2008,SUV,136000.0,2200.0,Petrol,Manual,4900.0,14,9714.285714285714,Middle mileage,Average rarity
28184,Opel,Zafira,2004,Minivan,105000.0,1800.0,Petrol,Automatic,2200.0,18,5833.333333333333,Middle mileage,Average rarity
28185,Alfa Romeo,159,2006,Sedan,156000.0,2400.0,Diesel,Manual,3300.0,16,9750.0,Middle mileage,Rare_Cheap
28186,Suzuki,Ignis,2006,Hatchback,159000.0,1500.0,Petrol,Manual,2550.0,16,9937.5,Middle mileage,Rare_Cheap
28187,Dacia,Duster,2014,Crossover,185516.0,1500.0,Diesel,Manual,7950.0,8,23189.5,High mileage,Average rarity
28188,KIA,Sportage,2014,Crossover,98000.0,2000.0,Diesel,Automatic,9200.0,8,12250.0,Middle mileage,Average rarity
28189,Volvo,XC70,2010,Universal,156000.0,2400.0,Diesel,Automatic,6700.0,12,13000.0,Middle mileage,Average rarity
28190,Hyundai,ix20,2012,Hatchback,46000.0,1400.0,Diesel,Manual,4400.0,10,4600.0,Middle mileage,Average rarity
28191,Honda,Civic,1996,Sedan,198000.0,1500.0,Petrol,Manual,4000.0,26,7615.384615384615,Middle mileage,Average rarity
28192,Toyota,Rav 4,2014,Crossover,45000.0,2000.0,Petrol,Automatic,12500.0,8,5625.0,Middle mileage,Average rarity
28193,Lexus,Es Series,2007,Sedan,125000.0,3500.0,Petrol,Automatic,7100.0,15,8333.333333333334,Middle mileage,Average rarity
28194,Citroen,C3,2004,Hatchback,180000.0,1400.0,Petrol,Manual,1400.0,18,10000.0,Middle mileage,Rare_Cheap
28195,Volkswagen,Passat CC,2014,Sedan,125000.0,2000.0,Petrol,Automatic,7200.0,8,15625.0,Middle mileage,Average rarity
28196,Toyota,iQ,2009,Hatchback,58000.0,1000.0,Petrol,Manual,2300.0,13,4461.538461538462,Middle mileage,Average rarity
28197,Skoda,Octavia,2011,Hatchback,132000.0,1200.0,Petrol,Automatic,4300.0,11,12000.0,Middle mileage,Average rarity
28198,Mercedes,Vaneo,2005,Minivan,145000.0,1700.0,Petrol,Automatic,2200.0,17,8529.411764705883,Middle mileage,Average rarity
28199,BMW,1 Series,2010,Hatchback,85000.0,1600.0,Petrol,Automatic,4900.0,12,7083.333333333333,Middle mileage,Average rarity
28200,Suzuki,Swift,2008,Hatchback,130000.0,1400.0,Petrol,Manual,1555.0,14,9285.714285714286,Middle mileage,Rare_Cheap
28201,Lexus,GS Series,2016,Sedan,89000.0,2500.0,Hybrid,Automatic,13500.0,6,14833.333333333334,Middle mileage,Average rarity
28202,KIA,Rio,2007,Hatchback,95000.0,1400.0,Petrol,Manual,2350.0,15,6333.333333333333,Middle mileage,Average rarity
28203,Mercedes,Vito,2000,Minivan,310000.0,2200.0,Diesel,Manual,2950.0,22,14090.90909090909,Middle mileage,Average rarity
28204,Subaru,B9 Tribeca,2006,SUV,189000.0,3000.0,Metan/Propan,Automatic,5200.0,16,11812.5,Middle mileage,Rare_Cheap
28205,Citroen,C5,2010,Sedan,87000.0,2000.0,Diesel,Automatic,3550.0,12,7250.0,Middle mileage,Rare_Cheap
28206,Renault,Megane,2008,Universal,138000.0,1500.0,Diesel,Manual,2200.0,14,9857.142857142857,Middle mileage,Average rarity
28207,Toyota,Rav 4,2016,Crossover,68000.0,2200.0,Diesel,Automatic,11500.0,6,11333.333333333334,Middle mileage,Average rarity
28208,Skoda,Rapid,2015,Sedan,75000.0,1200.0,Petrol,Manual,4600.0,7,10714.285714285714,Middle mileage,Average rarity
28209,Toyota,Auris,2010,Hatchback,99000.0,1400.0,Petrol,Manual,3900.0,12,8250.0,Middle mileage,Average rarity
28210,Subaru,Legacy,2009,Universal,125000.0,2000.0,Petrol,Automatic,4200.0,13,9615.384615384615,Middle mileage,Rare_Cheap
28211,Fiat,Doblo Cargo,2006,Universal,156000.0,1900.0,Diesel,Manual,2700.0,16,9750.0,Middle mileage,Rare_Cheap
28212,Skoda,Superb,2013,Sedan,145000.0,1400.0,Petrol,Manual,6700.0,9,16111.111111111111,Middle mileage,Average rarity
28213,BMW,5 Series,2008,Sedan,223000.0,3000.0,Diesel,Automatic,7300.0,14,15928.57142857143,Middle mileage,Average rarity
28214,Hyundai,Matrix,2008,Hatchback,132500.0,1600.0,Petrol,Manual,2100.0,14,9464.285714285714,Middle mileage,Average rarity
28215,Mazda,5,2005,Minivan,89000.0,2000.0,Petrol,Manual,3100.0,17,5235.294117647059,Middle mileage,Rare_Cheap
28216,Toyota,Yaris,2007,Hatchback,98000.0,1400.0,Diesel,Manual,2600.0,15,6533.333333333333,Middle mileage,Average rarity
28217,Suzuki,Vitara,2015,Crossover,25000.0,1600.0,Petrol,Manual,7200.0,7,3571.4285714285716,Middle mileage,Rare_Cheap
28218,KIA,Sorento,2016,SUV,75000.0,2400.0,Petrol,Automatic,10500.0,6,12500.0,Middle mileage,Average rarity
28219,Volkswagen,Touareg,2005,SUV,230000.0,2500.0,Diesel,Automatic,7800.0,17,13529.411764705883,Middle mileage,Average rarity
28220,Mitsubishi,Pajero,2002,SUV,190000.0,3494.0,Petrol,Automatic,7000.0,20,9500.0,Middle mileage,Average rarity
28221,Hyundai,H200,2000,Minivan,273000.0,2500.0,Diesel,Manual,2500.0,22,12409.09090909091,Middle mileage,Average rarity
28222,Mercedes,V Class,2016,Microvan,38000.0,2000.0,Petrol,Automatic,16900.0,6,6333.333333333333,Middle mileage,Average rarity
28223,Opel,Vectra,1997,Universal,23000.0,200.0,Diesel,Manual,2200.0,25,920.0,Middle mileage,Average rarity
28224,Opel,Astra,2004,Universal,20341.0,1800.0,Petrol,Automatic,3000.0,18,1130.0555555555557,Middle mileage,Average rarity
28225,Volkswagen,Golf,1990,Sedan,399818.0,1600.0,Diesel,Manual,1400.0,32,12494.3125,Middle mileage,Average rarity
28226,Renault,Scenic,1999,Minivan,430000.0,1900.0,Diesel,Manual,2300.0,23,18695.652173913044,Middle mileage,Average rarity
28227,Toyota,Auris,2007,Sedan,185000.0,1400.0,Diesel,Manual,5300.0,15,12333.333333333334,Middle mileage,Average rarity
28228,Skoda,Fabia,2005,Hatchback,235000.0,1200.0,Petrol,Manual,2450.0,17,13823.529411764706,Middle mileage,Average rarity
28229,Peugeot,Expert,2010,Minivan,160000.0,2000.0,Diesel,Manual,5100.0,12,13333.333333333334,Middle mileage,Rare_Cheap
28230,Nissan,Qashqai,2014,Crossover,90000.0,1500.0,Diesel,Manual,11000.0,8,11250.0,Middle mileage,Average rarity
28231,Renault,Grand Scenic,2011,Universal,250000.0,1500.0,Diesel,Manual,6000.0,11,22727.272727272728,High mileage,Average rarity
28232,Ford,Galaxy,2000,Minivan,357000.0,200.0,Petrol,Manual,2500.0,22,16227.272727272728,Middle mileage,Average rarity
28233,Opel,Vectra,1992,Hatchback,234256.0,1700.0,Diesel,Manual,1800.0,30,7808.533333333334,Middle mileage,Average rarity
28234,Hyundai,Tucson,2019,Crossover,16000.0,1999.0,Petrol,Automatic,22000.0,3,5333.333333333333,Middle mileage,Average rarity
28235,Mercedes,C Class,2001,Sedan,200000.0,2000.0,Metan/Propan,Automatic,5200.0,21,9523.809523809523,Middle mileage,Average rarity
28236,Mercedes,M Class,2013,SUV,177000.0,2200.0,Diesel,Automatic,22999.0,9,19666.666666666668,Middle mileage,Average rarity
28237,Nissan,Primera,1991,Sedan,350015.0,1600.0,Petrol,Manual,1100.0,31,11290.806451612903,Middle mileage,Average rarity
28238,Dacia,Duster,2014,Crossover,162000.0,1500.0,Diesel,Manual,8100.0,8,20250.0,High mileage,Average rarity
28239,Toyota,Auris,2017,Hatchback,36000.0,1400.0,Petrol,Manual,11000.0,5,7200.0,Middle mileage,Average rarity
28240,Toyota,Corolla Verso,2003,Microvan,191000.0,1600.0,Petrol,Manual,4699.0,19,10052.631578947368,Middle mileage,Average rarity
28241,Mercedes,S Class,2001,Sedan,360000.0,3199.0,Diesel,Automatic,3600.0,21,17142.85714285714,Middle mileage,Average rarity
28242,Alfa Romeo,156,2004,Sedan,219740.0,1800.0,Petrol,Manual,3300.0,18,12207.777777777777,Middle mileage,Rare_Cheap
28243,BMW,5 Series,2017,Sedan,70000.0,2000.0,Diesel,Automatic,32000.0,5,14000.0,Middle mileage,Average rarity
28244,Skoda,Fabia,2005,Universal,229534.0,1422.0,Diesel,Manual,3600.0,17,13502.0,Middle mileage,Average rarity
28245,Mercedes,GLC,2018,Crossover,12500.0,1995.0,Plug-in Hybrid,Automatic,39000.0,4,3125.0,Middle mileage,Average rarity
28246,Opel,Astra,2006,Universal,299952.0,1299.0,Diesel,Manual,3888.0,16,18747.0,Middle mileage,Average rarity
28247,Volkswagen,Jetta,2013,Sedan,134000.0,1395.0,Hybrid,Automatic,8700.0,9,14888.888888888889,Middle mileage,Average rarity
28248,Mazda,CX-5,2017,Crossover,69000.0,2200.0,Diesel,Automatic,18000.0,5,13800.0,Middle mileage,Rare_Expensive
28249,Volkswagen,Polo,2011,Hatchback,161000.0,1200.0,Diesel,Manual,5600.0,11,14636.363636363636,Middle mileage,Average rarity
28250,Toyota,Auris,2016,Universal,140000.0,1400.0,Diesel,Manual,9400.0,6,23333.333333333332,High mileage,Average rarity
28251,Opel,Vectra,2004,Hatchback,186000.0,1800.0,Petrol,Manual,4299.0,18,10333.333333333334,Middle mileage,Average rarity
28252,Mercedes,E Class,2005,Sedan,286000.0,2000.0,Metan/Propan,Automatic,7600.0,17,16823.529411764706,Middle mileage,Average rarity
28253,Opel,Vectra,2004,Hatchback,189000.0,1800.0,Petrol,Manual,4299.0,18,10500.0,Middle mileage,Average rarity
28254,Toyota,Prius +,2013,Microvan,218500.0,1798.0,Hybrid,Automatic,10500.0,9,24277.777777777777,High mileage,Average rarity
28255,Mercedes,M Class,2014,Crossover,132000.0,2200.0,Diesel,Automatic,24500.0,8,16500.0,Middle mileage,Average rarity
28256,Toyota,Avensis,2014,Universal,197000.0,2200.0,Diesel,Automatic,13000.0,8,24625.0,High mileage,Average rarity
28257,Mitsubishi,Lancer,1996,Sedan,358253.0,1300.0,Petrol,Manual,1600.0,26,13778.961538461539,Middle mileage,Average rarity
28258,BMW,5 Series,1999,Sedan,340000.0,2000.0,Petrol,Manual,4000.0,23,14782.608695652174,Middle mileage,Average rarity
28259,Nissan,Almera,1996,Coupe,300000.0,1400.0,Petrol,Manual,550.0,26,11538.461538461539,Middle mileage,Average rarity
28260,Volkswagen,Tiguan,2019,SUV,53000.0,2000.0,Petrol,Automatic,25000.0,3,17666.666666666668,Middle mileage,Average rarity
28261,Volkswagen,Golf,2015,Universal,145000.0,1599.0,Diesel,Automatic,11990.0,7,20714.285714285714,High mileage,Average rarity
28262,Volkswagen,Passat,2010,Sedan,180000.0,1984.0,Petrol,Automatic,7499.0,12,15000.0,Middle mileage,Average rarity
28263,Dacia,Duster,2012,Crossover,187000.0,1500.0,Diesel,Manual,5999.0,10,18700.0,Middle mileage,Average rarity
28264,BMW,5 Series,2008,Sedan,170000.0,2000.0,Diesel,Automatic,7500.0,14,12142.857142857143,Middle mileage,Average rarity
28265,Nissan,Juke,2012,Crossover,120000.0,1500.0,Diesel,Manual,5500.0,10,12000.0,Middle mileage,Average rarity
28266,BMW,5 Series,1997,Sedan,250000.0,2000.0,Petrol,Manual,3500.0,25,10000.0,Middle mileage,Average rarity
28267,BMW,5 Series,2000,Hatchback,350000.0,3500.0,Diesel,Automatic,6999.0,22,15909.09090909091,Middle mileage,Average rarity
28268,Toyota,Corolla Verso,2005,Microvan,350000.0,1600.0,Petrol,Manual,4400.0,17,20588.235294117647,High mileage,Average rarity
28269,Ford,Focus,2016,Universal,211000.0,1500.0,Diesel,Manual,7350.0,6,35166.666666666664,High mileage,Average rarity
28270,Toyota,Previa,2003,Microvan,542000.0,2000.0,Diesel,Manual,6300.0,19,28526.315789473683,High mileage,Average rarity
